Filename,Counter,nanomaterial_composition,nanomaterial_morphology,nanomaterial_size,biological_species,toxic_lc50,nanomaterial_zeta_potential,biofilms_killing_perc,microbe_killing_log,microbe_killing_mic,nanomaterial_surface_area,microbe_killing_mbc
ATC00358,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00359,0,Ag,nanoparticle,,,,,,,,,
ATC00359,1,Ag,nanoparticle,,Dunaliella tertiolecta,,,,,,,
ATC00360,1,C,nanotube,,Rainbow trout,,,,,,,
ATC00362,0,ZnO,nanoparticle,,Xenopus laevis,,,,,,,
ATC00364,4,Ag,nanowire,,Candida glabrata,,,,,,,
ATC00364,5,Ag,nanowire,,Candida tropicalis,,,,,,,
ATC00364,6,Ag,nanocube,,Candida glabrata,,,,,,,
ATC00364,7,Ag,nanocube,,Candida tropicalis,,,,,,,
ATC00364,8,Ag,nanocube,,Candida albicans,,,,,,,
ATC00365,1,TiO2,nanoparticle,,,,,,,,,
ATC00366,0,TiO2,nanoparticle,,,,,,,,,
ATC00367,0,Ag,nanoparticle,,,,,,,,,
ATC00367,1,Au,nanoparticle,,,,,,,,,
ATC00369,0,Ag,nanoparticle,,,,,,,,,
ATC00369,1,Ag,nanoparticle,,,,,,,,,
ATC00369,7,Ag,nanoparticle,,,,,,,,,
ATC00369,8,Ag,nanoparticle,,,,,,,,,
ATC00369,9,Ag,nanoparticle,,,,,,,,,
ATC00370,0,ZnO,nanorod,,Bacillus subtilis,,,,,,,
ATC00370,1,ZnO,nanorod,,Staphylococcus aureus,,,,,,,
ATC00370,2,ZnO,nanorod,,Caenorhabditis elegans,,,,,,,
ATC00372,0,C,nanotube,,Daphnia magna,,,,,,,
ATC00374,0,Au,nanoparticle,0.000000015,,,,,,,,
ATC00374,1,Au,nanoparticle,0.000000015,,,,,,,,
ATC00375,0,ZnO,nanoparticle,0.000000014,Bacillus subtilis,,,,,0.01563,,
ATC00375,1,ZnO,nanoparticle,0.000000014,Escherichia coli,,,,,0.0625,,
ATC00375,8,ZnO,nanoparticle,0.000000014,Klebsiella pneumoniae,,,,,0.125,,
ATC00375,9,ZnO,nanoparticle,0.000000014,Staphylococcus aureus,,,,,0.01563,,
ATC00377,0,C,dot,,,,,,,,,
ATC00377,1,C,dot,,,,,,,,,
ATC00377,2,C,dot,,,,,,,,,
ATC00380,0,CeO2,nanoparticle,,,,,,,,,
ATC00381,0,Ag,nanoparticle,0.000000013,Bacillus subtilis,,-0.0166,,,,,
ATC00381,1,Ag,nanoparticle,0.000000013,Escherichia coli,,-0.0166,,,,,
ATC00381,2,Ag,nanoparticle,0.000000013,Staphylococcus aureus,,-0.0166,,,,,
ATC00382,0,Cu,nanoparticle,0.000000008,Fundulus heteroclitus,,,,,,,
ATC00384,0,Ag,nanoparticle,0.00000005,Oncorhynchus mykiss,,,,,,,
ATC00385,0,TiO2,nanotube,0.00000002,Escherichia coli,,,,,,,
ATC00385,1,TiO2,nanotube,0.00000002,Staphylococcus aureus,,,,,,,
ATC00385,2,TiO2,nanostructure,0.00000002,Escherichia coli,,,,,,,
ATC00385,3,TiO2,nanostructure,0.00000002,Staphylococcus aureus,,,,,,,
ATC00385,4,TiO2,nanoparticle,0.00000002,Escherichia coli,,,,,,,
ATC00385,5,TiO2,nanoparticle,0.00000002,Staphylococcus aureus,,,,,,,
ATC00387,0,Ag,nanoparticle,,Eisenia fetida,,,,,,,
ATC00388,0,Cr2O3,nanoparticle,,,,,,,,,
ATC00388,1,Cr2O3,nanoparticle,,,,,,,,,
ATC00391,0,ZnO,nanostructure,0.000000053,Escherichia coli,,,,,,,
ATC00391,1,ZnO,nanostructure,0.000000053,Staphylococcus aureus,,,,,,,
ATC00392,0,C,nanotube,,,,,,,,,
ATC00392,1,C,nanotube,,,,,,,,,
ATC00392,2,Ag,nanoparticle,,,,,,,,,
ATC00392,3,Ag,nanoparticle,,,,,,,,,
ATC00392,4,C,nanotube,,,,,,,,,
ATC00392,11,Ag,nanoparticle,,,,,,,,,
ATC00393,0,ZnO,nanorod,,Staphylococcus aureus,,,,,,,
ATC00393,1,ZnO,nanorod,,,,,,,,,
ATC00393,2,ZnO,nanorod,,Danio rerio,,,,,,,
ATC00394,1,ZnO,nanoparticle,,,,,,,,,
ATC00396,0,Ag,nanoparticle,0.000000013,Klebsiella pneumoniae,,,,,40000,,
ATC00396,1,Ag,nanoparticle,0.000000013,Klebsiella pneumoniae,,,,,,,
ATC00396,2,Ag,nanoparticle,0.000000013,Pseudomonas aeruginosa,,,,,,,
ATC00396,3,Ag,nanoparticle,0.000000013,Pseudomonas aeruginosa,,,,,,,
ATC00396,4,Ag,nanoparticle,0.000000013,Staphylococcus aureus,,,,,,,
ATC00396,5,Ag,nanoparticle,0.000000013,Staphylococcus aureus,,,,,70000,,
ATC00396,6,Ag,nanoparticle,0.000000013,Bacillus subtilis,,,,,,,
ATC00396,7,Ag,nanoparticle,0.000000013,Bacillus subtilis,,,,,,,
ATC00397,0,C,nanotube,,,,,,,,,
ATC00397,1,C,nanotube,,,,,,,,,
ATC00400,0,FexOy,nanoparticle,,Escherichia coli,,,,,,,
ATC00400,1,FexOy,nanoparticle,,,,,,,,,
ATC00404,0,Ag,nanoparticle,0.000000013,Chlorella vulgaris,,,,,,,
ATC00404,1,Ag,nanoparticle,0.000000013,,,,,,,,
ATC00404,2,Ag,nanoparticle,0.000000013,,,,,,,,
ATC00404,3,Ag,nanoparticle,0.000000013,,,,,,,,
ATC00404,4,Ag,nanoparticle,0.000000013,,,,,,,,
ATC00404,5,Ag,nanoparticle,0.000000013,,,,,,,,
ATC00407,0,C,nanotube,,Nile tilapia,,,,,,,
ATC00407,1,C,nanotube,,Oreochromis niloticus,,,,,,,
ATC00408,0,SiO2,nanoparticle,,,,,,,,,
ATC00409,0,TiO2,nanoparticle,,Danio rerio,,,,,,,
ATC00410,0,C,nanotube,0.00000007,,,,,,,,
ATC00410,1,C,nanotube,0.0000005,,,,,,,,
ATC00411,0,Ag,nanoparticle,0.00000001,Eisenia fetida,,,,,,,
ATC00412,0,Cu,nanoparticle,,,,,,,,,
ATC00413,0,Ag,nanoparticle,,,,,,,,,
ATC00413,1,Ag,nanoparticle,,,,,,,,,
ATC00413,2,Ag,nanoparticle,,,,,,,,,
ATC00414,0,TiO2,nanoparticle,,Danio rerio,,,,,,,
ATC00415,0,Fe,nanoparticle,,,,,,,,,
ATC00415,1,Fe,nanoparticle,,,,,,,,,
ATC00415,2,Fe,nanoparticle,,,,,,,,,
ATC00415,3,Fe,nanoparticle,,,,,,,,,
ATC00415,4,Fe,nanoparticle,,,,,,,,,
ATC00415,5,Fe,nanoparticle,,,,,,,,,
ATC00415,6,Fe,nanoparticle,,,,,,,,,
ATC00415,7,Fe,nanoparticle,,,,,,,,,
ATC00415,8,Fe,nanoparticle,,,,,,,,,
ATC00415,9,Fe,nanoparticle,,,,,,,,,
ATC00415,10,Fe,nanoparticle,,,,,,,,,
ATC00416,0,Cu,nanoparticle,,Oncorhynchus mykiss,,,,,,,
ATC00417,0,TiO2,nanoparticle,,Escherichia coli,,,,,,,
ATC00417,1,TiO2,nanoparticle,,Saccharomyces cerevisiae,,,,,,,
ATC00417,2,TiO2,nanoparticle,,Bacillus subtilis,,,,,,,
ATC00418,0,C,nanotube,,,,,,,,,
ATC00418,1,C,nanotube,,,,,,,,,
ATC00419,0,C,nanotube,,,,,,,,,
ATC00419,1,C,nanotube,,,,,,,,,
ATC00424,0,Cd,dot,,,,,,,,,
ATC00425,0,Ag,nanoparticle,,,,,,,,,
ATC00427,0,ZnO,nanoparticle,,Bacillus subtilis,,,,,0.128,,
ATC00427,1,ZnO,nanoparticle,,Staphylococcus aureus,,,,,0.256,,
ATC00427,4,ZnO,nanodisk,,Bacillus subtilis,,,,,0.128,,
ATC00427,5,ZnO,nanodisk,,Staphylococcus aureus,,,,,0.256,,
ATC00427,6,ZnO,nanorod,,Bacillus subtilis,,,,,0.128,,
ATC00427,7,ZnO,nanorod,,Staphylococcus aureus,,,,,0.256,,
ATC00429,10,Au,nanorod,,,,,,,,,
ATC00429,11,Au,nanorod,,,,,,,,,
ATC00429,20,Ag,dot,,,,,,,,,
ATC00429,21,Ag,dot,,,,,,,,,
ATC00436,0,Ag,nanoparticle,0.00000002,,,,,,,,
ATC00436,1,Ag,nanoparticle,0.00000002,,,,,,,,
ATC00437,0,graphene,nanostructure,,Escherichia coli,,,,,,,
ATC00437,1,graphene,nanostructure,,Staphylococcus aureus,,,,,,,
ATC00437,2,graphene,nanosheet,,Escherichia coli,,,,,,,
ATC00437,3,graphene,nanosheet,,Staphylococcus aureus,,,,,,,
ATC00438,0,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,1,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,2,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,3,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,4,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,5,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,6,Ag,nanoparticle,0.000000017,,,,,,,,
ATC00438,7,Ag,nanoparticle,0.000000017,Proteus vulgaris,,,,,,,
ATC00440,0,C,dot,0.000000001,,,,,,,,
ATC00440,1,C,dot,0.000000001,,,,,,,,
ATC00440,2,C,dot,0.000000001,,,,,,,,
ATC00440,3,C,dot,0.000000001,,,,,,,,
ATC00443,0,Ag,nanoparticle,0.0000283,Oncorhynchus mykiss,0.0089,,,,,,
ATC00445,0,Ag,nanoparticle,,Eisenia fetida,,,,,,,
ATC00446,0,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC00446,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00447,2,Ag,nanoparticle,,,,,,,,,
ATC00447,3,Ag,nanoparticle,,,,,,,,,
ATC00448,0,C,dot,,,,,,,,,
ATC00448,1,C,dot,,,,,,,,,
ATC00448,6,Ag,nanoparticle,,,,,,,,,
ATC00448,7,Ag,nanoparticle,,,,,,,,,
ATC00449,0,C,nanotube,,Danio rerio,,,,,,,
ATC00450,0,WS2,nanosheet,,,,,,,,,
ATC00450,1,WS2,nanosheet,,,,,,,,,
ATC00450,4,WS2,nanosheet,,,,,,,,,
ATC00450,5,WS2,nanosheet,,,,,,,,,
ATC00452,0,CeO2,nanoparticle,,Eisenia fetida,,,,,,,
ATC00453,0,C,nanotube,,Chlorella vulgaris,,,,,,,
ATC00456,0,Ag,nanoparticle,,Bacillus subtilis,,,,,,,
ATC00456,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00456,2,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00457,0,Cu,nanoparticle,0.000000032,,,,,,,,
ATC00457,1,Cu,nanoparticle,0.000000032,,,,,,,,
ATC00457,2,Cu,nanoparticle,0.000000032,,,,,,,,
ATC00457,3,Cu,nanoparticle,0.000000032,,,,,,,,
ATC00457,4,Cu,nanoparticle,0.000000032,,,,,,,,
ATC00457,5,CuO,nanoparticle,0.000000032,Bacillus subtilis,,,,,,,
ATC00457,6,CuO,nanoparticle,0.000000032,Escherichia coli,,,,,,,
ATC00457,7,CuO,nanoparticle,0.000000032,Pseudomonas aeruginosa,,,,,,,
ATC00457,8,CuO,nanoparticle,0.000000032,Staphylococcus aureus,,,,,,,
ATC00457,9,CuO,nanoparticle,0.000000032,,,,,,,,
ATC00459,0,Ag,nanoparticle,0.000000032,Bacillus subtilis,,,,,0.025,,
ATC00459,1,Ag,nanoparticle,0.000000032,Candida albicans,,,,,0.0125,,
ATC00459,2,Ag,nanoparticle,0.000000032,Escherichia coli,,,,,0.025,,
ATC00459,3,Ag,nanoparticle,0.000000032,Pseudomonas aeruginosa,,,,,0.025,,
ATC00459,4,Ag,nanoparticle,0.000000032,Staphylococcus aureus,,,,,0.0125,,
ATC00459,5,Ag,nanoparticle,0.000000032,Saccharomyces cerevisiae,,,,,0.0125,,
ATC00461,0,Cu,nanoparticle,,,,,,,,,
ATC00462,0,CdSe,dot,0.000000007,,,,,,,,
ATC00465,0,TiO2,nanoparticle,,Chlorella vulgaris,,,,,,,
ATC00467,0,Ag,nanoparticle,,Eisenia andrei,,,,,,,
ATC00467,1,Ag,nanoparticle,,Folsomia candida,,,,,,,
ATC00467,2,Ag,nanoparticle,,Trifolium pratense,,,,,,,
ATC00469,0,Cu,nanoparticle,,Oncorhynchus mykiss,,,,,,,
ATC00472,0,Ag,nanoparticle,,,,,,,,,
ATC00473,10,TiO2,nanoparticle,,,,,,,,,
ATC00473,11,TiO2,nanoparticle,,,,,,,,,
ATC00479,4,Ag,nanoparticle,0.000000091,,,,,,,,
ATC00479,5,Ag,nanoparticle,0.000000091,,,,,,,,
ATC00480,4,SiO2,nanoparticle,,,,,,,,,
ATC00480,5,SiO2,nanoparticle,,,,,,,,,
ATC00481,0,C,nanotube,,Daphnia magna,,,,,,,
ATC00481,1,C,nanotube,,,,,,,,,
ATC00482,0,ZnO,nanoparticle,,,,,,,,,
ATC00482,1,ZnO,nanoparticle,,Bacillus subtilis,,,,,,,
ATC00482,2,ZnO,nanoparticle,,Escherichia coli,,,,,,,
ATC00482,3,ZnO,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC00482,4,ZnO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00482,5,ZnMgO,nanoparticle,,,,,,,,,
ATC00482,6,ZnMgO,nanoparticle,,,,,,,,,
ATC00482,7,ZnMgO,nanoparticle,,,,,,,,,
ATC00482,8,ZnMgO,nanoparticle,,,,,,,,,
ATC00482,9,ZnMgO,nanoparticle,,,,,,,,,
ATC00483,0,CuO,nanoparticle,0.000000028,Saccharomyces cerevisiae,,,,,,,
ATC00483,1,CuO,nanostructure,0.000000028,Saccharomyces cerevisiae,,,,,,,
ATC00483,2,Cu,nanoparticle,0.000000028,,,,,,,,
ATC00486,0,Fe3O4,nanosheet,,Escherichia coli,,,,,,,
ATC00486,1,Fe3O4,nanosheet,,Staphylococcus aureus,,,,,,,
ATC00489,0,Ag,nanowire,,Bacillus subtilis,,,,,,,
ATC00489,1,Ag,nanowire,,Escherichia coli,,,,,,,
ATC00489,2,Ag,nanowire,,Staphylococcus aureus,,,,,,,
ATC00491,0,Cu,nanoparticle,,Epinephelus coioides,,,,,,,
ATC00494,0,Ag,nanoparticle,,,,,,,,,
ATC00495,0,Sn,nanofiber,,,,,,,,,
ATC00495,1,Sn,nanotube,,,,,,,,,
ATC00495,3,SnO2,nanotube,,,,,,,,,
ATC00500,0,Zn,nanoparticle,,,,,,,,,
ATC00501,0,MoS2,nanosheet,,Daphnia magna,,,,,,,
ATC00501,1,MoS2,nanosheet,,Spirodela polyrhiza,,,,,,,
ATC00501,2,MoS2,nanosheet,,Vibrio fischeri,,,,,,,
ATC00502,0,C,nanotube,0.000014517,Xenopus laevis,,,,,,,
ATC00508,0,Ag,nanoparticle,0.00000001,,,,,,,,
ATC00508,1,Ag,nanoparticle,0.00000001,,,,,,,,
ATC00512,0,Fe3O4,nanoparticle,0.000000089,Escherichia coli,,,,,,,
ATC00512,1,Fe3O4,nanoparticle,0.000000089,Staphylococcus aureus,,,,,,,
ATC00513,0,TiO2,nanoparticle,,Drosophila melanogaster,,,,,,,
ATC00515,0,Cu,nanoparticle,,,,,,,,,
ATC00515,1,CuO,nanoparticle,,,,,,,,,
ATC00517,0,SiO2,nanoparticle,,Pimephales promelas,,,,,,,
ATC00517,1,SiO2,nanoparticle,,,,,,,,,
ATC00518,0,ZnO,nanoparticle,,,,,,,,,
ATC00518,1,Zn,nanoparticle,,,,,,,,,
ATC00518,2,ZnO,nanoparticle,,,,,,,,,
ATC00518,5,Zn,nanoparticle,,,,,,,,,
ATC00518,6,Zn,nanoparticle,,,,,,,,,
ATC00518,11,ZnO,nanoparticle,,,,,,,,,
ATC00518,12,ZnO,nanoparticle,,,,,,,,,
ATC00519,0,C,nanotube,,,,,,,,,
ATC00520,0,Ag,nanoparticle,,Caenorhabditis elegans,,,,,,,
ATC00520,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00522,0,Ag,nanoparticle,,,,,,,,,
ATC00522,1,Ag,nanoparticle,,,,,,,,,
ATC00522,6,V2O5,nanowire,,,,,,,,,
ATC00522,7,V2O5,nanowire,,,,,,,,,
ATC00522,12,Ag,nanowire,,,,,,,,,
ATC00522,13,Ag,nanowire,,,,,,,,,
ATC00523,0,ZnFe2O4,nanoparticle,,,,,,,,,
ATC00523,1,ZnFe2O4,nanoparticle,,,,,,,,,
ATC00526,0,Au,nanoparticle,,,,,,,,,
ATC00526,1,Au,nanoparticle,,,,,,,,,
ATC00528,0,Ag,nanoparticle,,,,,,,,,
ATC00528,1,Ag,nanoparticle,,,,,,,,,
ATC00528,2,Ag,nanoparticle,,,,,,,,,
ATC00528,3,Ag,nanoparticle,,,,,,,,,
ATC00529,0,ZnO,nanoparticle,0.000000053,Bacillus subtilis,,,,,,,
ATC00529,1,ZnO,nanoparticle,0.000000053,Pseudomonas fluorescens,,,,,,,
ATC00529,2,ZnO,nanoparticle,0.000000053,,,,,,,,
ATC00529,3,ZnO,nanoparticle,0.000000053,,,,,,,,
ATC00529,4,ZnO,nanoparticle,0.000000053,Escherichia coli,,,,,,,
ATC00530,0,Bi2O3,nanostructure,,Escherichia coli,,,,,,,
ATC00530,1,Bi2O3,nanostructure,,Staphylococcus aureus,,,,,,,
ATC00531,0,graphene,dot,,,,,,,,,
ATC00535,0,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00535,1,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00536,0,C,nanotube,,Oncorhynchus mykiss,,,,,,,
ATC00537,2,graphene,nanosheet,0.000000001,,,,,,,,
ATC00537,3,graphene,nanosheet,,,,,,,,,
ATC00537,4,Cu2O,nanocube,,Bacillus subtilis,,,,,0.0029,,
ATC00537,5,Cu2O,nanocube,0.00000008,Bacillus subtilis,,,,,0.0029,,
ATC00537,6,Cu2O,nanocube,,Escherichia coli,,,,,0.0059,,
ATC00537,7,Cu2O,nanocube,0.00000008,Escherichia coli,,,,,0.0059,,
ATC00537,8,Cu2O,nanocube,,Pseudomonas aeruginosa,,,,,0.0029,,
ATC00537,9,Cu2O,nanocube,0.00000008,Pseudomonas aeruginosa,,,,,0.0029,,
ATC00537,20,graphene,nanosheet,0.000000001,,,,,,,,
ATC00537,21,graphene,nanosheet,,,,,,,,,
ATC00537,22,graphene,nanosheet,0.000000001,,,,,,,,
ATC00537,23,graphene,nanosheet,,,,,,,,,
ATC00540,0,Ag,nanoparticle,,Danio rerio,,,,,,,
ATC00540,1,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00541,4,Ag,nanoparticle,,,,,,,,,
ATC00541,5,Ag,nanoparticle,,,,,,,,,
ATC00542,2,C,nanotube,,,,,,,,,
ATC00542,3,C,nanotube,,,,,,,,,
ATC00543,0,SiO2,nanoparticle,,,,,,,,,
ATC00543,1,SiO2,nanoparticle,,Oncorhynchus mykiss,,,,,,,
ATC00545,0,CeO2,nanoparticle,,,,,,,,,
ATC00550,2,Fe3O4,nanoparticle,,,,,,,,,
ATC00550,3,Fe3O4,nanoparticle,,,,,,,,,
ATC00550,20,Fe3O4,nanoparticle,,,,,,,,,
ATC00550,21,Fe3O4,nanoparticle,,,,,,,,,
ATC00550,22,Fe3O4,nanoparticle,,,,,,,,,
ATC00550,23,Fe3O4,nanoparticle,,,,,,,,,
ATC00552,2,TiO2,nanoparticle,,,,,,,,,
ATC00552,3,TiO2,nanoparticle,,,,,,,,,
ATC00553,0,Ag,nanoparticle,,,,,,,,,
ATC00553,1,Ag,nanoparticle,,,,,,,,,
ATC00553,2,ZnO,nanoparticle,,Escherichia coli,,,,4.9,0.85,,
ATC00553,3,ZnO,nanoparticle,,Escherichia coli,,,,5.8,0.85,,
ATC00553,4,ZnO,nanoparticle,,,,,,,,,
ATC00553,5,ZnO,nanoparticle,,,,,,,,,
ATC00553,6,ZnO,nanoparticle,,,,,,,,,
ATC00553,7,ZnO,nanoparticle,,,,,,,,,
ATC00553,8,ZnO,nanoparticle,,,,,,,,,
ATC00553,9,ZnO,nanoparticle,,,,,,,,,
ATC00553,10,Ag,nanoparticle,,,,,,,,,
ATC00553,11,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00553,12,Ag,nanoparticle,,Staphylococcus aureus,,,,3.84,,,
ATC00553,13,Ag,nanoparticle,,Staphylococcus aureus,,,,4.11,,,
ATC00553,14,Ag,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC00553,15,Ag,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC00553,16,Ag,nanoparticle,,Listeria monocytogenes,,,,,,,
ATC00553,17,ZnO,nanoparticle,,Escherichia coli,,,,2.07,0.85,,
ATC00554,0,Cu,nanoparticle,,,,,,,,,
ATC00554,1,Cu,nanoparticle,,,,,,,,,
ATC00555,2,Ag,nanoparticle,,,,,,,,,
ATC00555,3,Ag,nanoparticle,,,,,,,,,
ATC00557,0,Zn,nanoparticle,,,,,,,,,
ATC00557,1,ZnO,nanoparticle,,,,,,,,,
ATC00558,0,TiO2,nanoparticle,,Aliivibrio fischeri,,,,,,,
ATC00558,1,TiO2,nanoparticle,,Chlorella vulgaris,,,,,,,
ATC00558,2,TiO2,nanoparticle,,Daphnia magna,,,,,,,
ATC00558,3,TiO2,nanoparticle,,Pseudokirchneriella subcapitata,,,,,,,
ATC00558,4,TiO2,nanoparticle,,Scenedesmus subspicatus,,,,,,,
ATC00558,5,TiO2,nanoparticle,,Tetrahymena pyriformis,,,,,,,
ATC00559,0,Ag,nanoparticle,0.00000001,Oncorhynchus mykiss,,,,,,,
ATC00561,0,C,dot,,,,,,,,,
ATC00562,3,CoxOy,nanosheet,,Chironomus riparius,,,,,,,
ATC00562,4,CoxOy,nanosheet,,Danio rerio,,,,,,,
ATC00562,5,CoxOy,nanosheet,,Daphnia magna,,,,,,,
ATC00564,0,MoS2,nanosheet,,Escherichia coli,,,,,,,
ATC00564,1,MoS2,nanosheet,,Bacillus subtilis,,,,,,,
ATC00569,0,Au,nanoparticle,,,,,,,,,
ATC00570,0,C,nanotube,,,,,,,,,
ATC00571,0,CdSe,dot,,,,,,,,,
ATC00571,1,CdSe,dot,,,,,,,,,
ATC00571,2,CdSe,dot,,,,,,,,,
ATC00573,0,Cu,nanoparticle,,,,,,,,,
ATC00573,1,ZnO,nanoparticle,,Daphnia magna,,,,,,,
ATC00574,0,C,nanotube,,,,,,,,,
ATC00574,1,C,nanotube,,,,,,,,,
ATC00574,2,Au,nanoparticle,,,,,,,,,
ATC00574,3,Au,nanoparticle,,,,,,,,,
ATC00574,6,ZnO,nanoparticle,,,,,,,,,
ATC00574,7,ZnO,nanoparticle,,,,,,,,,
ATC00575,2,Ag,nanoparticle,,Escherichia coli,,,,,,,
ATC00575,3,Ag,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00576,4,ZnFe2O4,nanosphere,,,,,,,,,
ATC00576,5,ZnFe2O4,nanosphere,,,,,,,,,
ATC00576,8,ZnFe2O4,nanocube,,,,,,,,,
ATC00576,9,ZnFe2O4,nanocube,,,,,,,,,
ATC00576,10,Ag,nanoparticle,,,,,,,,,
ATC00576,11,Ag,nanoparticle,,,,,,,,,
ATC00576,12,Ag,nanocube,,,,,,,,,
ATC00576,13,Ag,nanocube,,,,,,,,,
ATC00576,16,AgCl,nanoparticle,,,,,,,,,
ATC00576,17,AgCl,nanoparticle,,,,,,,,,
ATC00577,0,ZrO2,nanofiber,,,,,,,,,
ATC00577,1,ZrO2,nanofiber,,,,,,,,,
ATC00577,2,ZrO2,nanofiber,,,,,,,,,
ATC00579,0,C,nanotube,,,,,,,,,
ATC00579,1,C,nanotube,,,,,,,,,
ATC00579,2,Cu,nanosheet,,,,,,,,,
ATC00579,3,Cu,nanosheet,,,,,,,,,
ATC00579,7,CuO,nanosheet,,Bacillus subtilis,,,,,,,
ATC00579,8,CuO,nanosheet,,Escherichia coli,,,,,,,
ATC00579,9,CuO,nanosheet,,Saccharomyces cerevisiae,,,,,,,
ATC00579,10,C,nanotube,,,,,,,,,
ATC00579,17,Cu,nanosheet,,,,,,,,,
ATC00580,0,SiO2,nanoparticle,,,,,,,,,
ATC00580,1,SiO2,nanoparticle,,,,,,,,,
ATC00582,0,MoS2,nanosheet,,,,,,,,,
ATC00582,1,MoS2,nanosheet,,,,,,,,,
ATC00588,0,C,dot,,,,,,,,,
ATC00588,1,C,dot,,,,,,,,,
ATC00589,0,FexOy,nanoparticle,,,,,,,,,
ATC00591,0,Ag,nanoparticle,0.00000003,,,-0.04,,,,,
ATC00591,1,Ag,nanoparticle,0.00000003,Escherichia coli,,-0.04,,,,,
ATC00591,2,Ag,nanoparticle,0.00000003,Staphylococcus aureus,,-0.04,,,,,
ATC00591,3,Ag,nanoparticle,0.00000003,,,-0.04,,,,,
ATC00591,4,Ag,nanoparticle,0.00000003,,,-0.04,,,,,
ATC00592,0,Cu,nanoparticle,,Eisenia fetida,,,,,,,
ATC00593,2,Ag,nanoparticle,,,,,,,,,
ATC00593,3,Ag,nanoparticle,,,,,,,,,
ATC00595,0,CuO,nanoparticle,,,,,,,,,
ATC00595,1,TiO2,nanoparticle,,,,,,,,,
ATC00595,2,ZnO,nanoparticle,,,,,,,,,
ATC00598,1,Au,nanostar,,Staphylococcus aureus,,,,,,,
ATC00599,0,Fe2O3,nanoparticle,,,,,,,,,
ATC00599,1,Fe2O3,nanoparticle,,,,,,,,,
ATC00599,2,Fe2O3,nanoparticle,,,,,,,,,
ATC00599,3,Au,nanoparticle,,,,,,,,,
ATC00599,4,Au,nanoparticle,,,,,,,,,
ATC00599,5,Au,nanoparticle,,,,,,,,,
ATC00604,0,MgO,nanoparticle,,,,,,,,,
ATC00604,1,MgO,nanoparticle,,,,,,,,,
ATC00604,8,CuO,nanoparticle,,Escherichia coli,,,,,,,
ATC00604,9,CuO,nanoparticle,,Staphylococcus aureus,,,,,,,
ATC00605,0,Au,nanocapsule,,Escherichia coli,,,,,,,
ATC00606,0,C,dot,0.000000002,,,,,,,,
ATC00607,0,Ag2S,nanoparticle,,Lumbriculus variegatus,,,,,,,
ATC00607,1,Ag2S,nanoparticle,,,,,,,,,
ATC00607,2,Ag2S,nanoparticle,,Physa acuta,,,,,,,
ATC00607,3,Ag2S,nanoparticle,,Daphnia magna,,,,,,,
ATC00607,4,Ag2S,nanoparticle,,,,,,,,,
ATC00607,5,Ag,nanoparticle,,,,,,,,,
ATC00607,6,Ag,nanoparticle,,Chironomus riparius,,,,,,,
ATC00607,7,Ag,nanoparticle,,Physa acuta,,,,,,,
ATC00607,8,Ag,nanoparticle,,,,,,,,,
ATC00607,9,Ag,nanoparticle,,,,,,,,,
ATC00609,6,SiO2,nanoparticle,,,,,,,,,
ATC00609,7,SiO2,nanoparticle,,,,,,,,,
ATC00612,0,CdS,nanoparticle,,Escherichia coli,,,,,,,
ATC00612,1,CdS,nanoparticle,,,,,,,,,
ATC00614,0,Ag,nanoparticle,,Danio rerio,,,,,,,
ATC00614,1,Ag,nanosphere,,Danio rerio,,,,,,,
ATC00616,0,Ag,nanoparticle,,,,,,,,,
ATC00617,0,Sn,nanoparticle,,,,,,,,,
ATC00617,1,Sn,nanoparticle,,,,,,,,,
ATC00617,2,Sn,nanoparticle,,,,,,,,,
ATC00617,3,SnO2,nanoparticle,,Scenedesmus obliquus,,,,,,,
ATC00617,4,SnO2,nanoparticle,,Daphnia magna,,,,,,,
ATC00617,5,SnO2,nanoparticle,,Danio rerio,,,,,,,
ATC00619,0,Ag,nanotube,,,,,,,,,
ATC00619,1,Ag,nanotube,,,,,,,,,
ATC00621,0,C,nanotube,,,,,,,,,
